iter	Passed	Remaining
156	43665	234456
157	43958	234261
158	44321	234428
159	44589	234095
160	44909	234029
161	45225	233946
162	45496	233624
163	45753	233232
164	46042	233000
165	46337	232802
166	46603	232461
167	46915	232344
168	47245	232314
169	47516	231990
170	47794	231704
171	48040	231262
172	48326	231016
173	48584	230635
174	48820	230151
175	49136	230049
176	49403	229712
177	49640	229240
178	49908	228910
179	50155	228487
180	50496	228490
181	50749	228093
182	51032	227835
183	51247	227272
184	51548	227090
185	51863	226972
186	52129	226637
187	52367	226182
188	52633	225850
189	52936	225677
190	53215	225398
191	53509	225185
192	53831	225089
193	54176	225081
194	54493	224961
195	54786	224735
196	55074	224491
197	55298	223985
198	55576	223703
199	55780	223120
200	56102	223014
201	56404	222826
202	56682	222543
203	56987	222361
204	57292	222181
205	57532	221751
206	57860	221658
207	58129	221340
208	58374	220930
209	58633	220572
210	58892	220217
211	59178	219966
212	59435	219604
213	59709	219307
214	59979	218996
215	60291	218837
216	60583	218601
217	60887	218412
218	61223	218336
219	61518	218112
220	61804	217853
221	62024	217364
222	62308	217101
223	62552	216698
224	62847	216475
225	63112	216145
226	63342	215697
227	63666	215571
228	64344	216636
229	64717	216663
230	65039	216516
231	65357	216356
232	65695	216260
233	66003	216064
234	66310	215862
235	66590	215572
236	66906	215400
237	67184	215102
238	67539	215052
239	67842	214835
240	68126	214557
241	68500	214558
242	68821	214395
243	69095	214083
244	69422	213933
245	69699	213630
246	69979	213336
247	70265	213062
248	70649	213084
249	70928	212785
250	71164	212360
251	71456	212100
252	71720	211759
253	71988	211430
254	72221	211000
255	72552	210856
256	72808	210492
257	73120	210293
258	73470	210200
259	73737	209868
260	74027	209603
261	74351	209431
262	74711	209363
263	75017	209140
264	75357	209009
265	75648	208744
266	75904	208380
267	76105	207871
268	76382	207566
269	76708	207397
270	76981	207083
271	77280	206837
272	77537	206482
273	77785	206102
274	78053	205778
275	78326	205464
276	78595	205143
277	78804	204665
278	79068	204331
279	79390	204147
280	79700	203930
281	79998	203683
282	80236	203285
283	80503	202959
284	80786	202675
285	81094	202451
286	81297	201969
287	81607	201752
288	81832	201323
289	82141	201105
290	82436	200850
291	82728	200588
292	83050	200397
293	83263	199946
294	83565	199708
295	83863	199458
296	84121	199116
297	84392	198802
298	84684	198542
299	84936	198184
300	85164	197775
301	85440	197474
302	85688	197111
303	86004	196905
304	86327	196713
305	86629	196473
306	86897	196157
307	87150	195805
308	87373	195389
309	87675	195147
310	87964	194879
311	88280	194670
312	88589	194443
313	88869	194154
314	89181	193934
315	89489	193704
316	89735	193342
317	90073	193177
318	90417	193022
319	90846	193049
320	91206	192925
321	91557	192783
322	91805	192421
323	92151	192265
324	92542	192203
325	92889	192046
326	93168	191750
327	93365	191285
328	93634	190969
329	93947	190741
330	94247	190487
331	94603	190345
332	94896	190078
333	95294	190019
334	95557	189689
335	95893	189504
336	96218	189296
337	96641	189279
338	96948	189034
339	97201	188685
340	97480	188385
341	97750	188069
342	97993	187701
343	98292	187440
344	98539	187081
345	98868	186878
346	99231	186737
347	99513	186444
348	99849	186252
349	100103	185907
350	100397	185634
351	100675	185333
352	100935	185000
353	101138	184564
354	101423	184276
355	101776	184112
356	102043	183792
357	102325	183500
358	102601	183195
359	102871	182881
360	103223	182713
361	103514	182437
362	103802	182153
363	104229	182116
364	104577	181936
365	104944	181788
366	105250	181535
367	105716	181555
368	106182	181574
369	106494	181329
370	106889	181222
371	107285	181116
372	107555	180797
373	107990	180753
374	108510	180850
375	108952	180815
376	109379	180751
377	109925	180882
378	110301	180731
379	110643	180523
380	110962	180277
381	111388	180204
382	111853	180191
383	112196	179982
384	112506	179717
385	112831	179477
386	113166	179254
387	113592	179171
388	114013	179080
389	114444	179003
390	114814	178828
391	115226	178718
392	115659	178639
393	116050	178493
394	116319	178160
395	116642	177909
396	117137	177919
397	117540	177787
398	117836	177493
399	118324	177486
400	118653	177240
401	119125	177206
402	119390	176863
403	119678	176556
404	120020	176326
405	120264	175953
406	120506	175577
407	120787	175259
408	121075	174952
409	121457	174780
410	121753	174483
411	122090	174245
412	122365	173918
413	122680	173649
414	123001	173387
415	123277	173062
416	123588	172786
417	123854	172448
418	124105	172089
419	124347	171717
420	124665	171452
421	124990	171196
422	125281	170892
423	125563	170576
424	125918	170360
425	126132	169952
426	126455	169693
427	126711	169343
428	127065	169124
429	127364	168831
430	127677	168557
431	127934	168210
432	128202	167877
433	128461	167532
434	128773	167257
435	129018	166895
436	129308	166592
437	129553	166231
438	129818	165895
439	130082	165559
440	130317	165186
441	130617	164896
442	130875	164554
443	131099	164169
444	131404	163886
445	131681	163569
446	131977	163273
447	132248	162948
448	132566	162682
449	132908	162443
450	133238	162190
451	133535	161897
452	133759	161515
453	133976	161125
454	134332	160903
455	134583	160555
456	134846	160221
457	135159	159948
458	135474	159677
459	135793	159409
460	136103	159131
461	136381	158816
462	136622	158458
463	136877	158117
464	137123	157765
465	137427	157481
466	137679	157137
467	137987	156857
468	138194	156463
469	138483	156162
470	138776	155866
471	139085	155587
472	139378	155290
473	139670	154992
474	139892	154618
475	140206	154344
476	140476	154023
477	140756	153713
478	140997	153359
479	141258	153030
480	141516	152696
481	141860	152456
482	142170	152178
483	142506	151928
484	142840	151675
485	143096	151340
486	143359	151013
487	143565	150625
488	143865	150337
489	144163	150047
490	144462	149758
491	144845	149555
492	145080	149199
493	145404	148936
494	145672	148615
495	146004	148359
496	146389	148156
497	146676	147854
498	146922	147511
499	147160	147160
500	147438	146849
501	147734	146557
502	147984	146219
503	148259	145906
504	148558	145617
505	148813	145284
506	149056	144940
507	149278	144576
508	149549	144260
509	149790	143916
510	150047	143587
511	150335	143288
512	150674	143038
513	150984	142759
514	151281	142469
515	151542	142144
516	151817	141833
517	152084	141514
518	152363	141208
519	152659	140916
520	152977	140645
521	153196	140283
522	153489	139989
523	153807	139718
524	154073	139399
525	154411	139146
526	154721	138867
527	155041	138597
528	155358	138324
529	155815	138176
530	156296	138047
531	156673	137825
532	157048	137601
533	157424	137377
534	157808	137160
535	158228	136973
536	158627	136768
537	159035	136569
538	159376	136312
539	159721	136058
540	160002	135750
541	160365	135511
542	160632	135191
543	161122	135058
544	161619	134929
545	162023	134722
546	162470	134550
547	162826	134301
548	163232	134094
549	163471	133749
550	163832	133504
551	164176	133245
552	164541	133002
553	164899	132752
554	165244	132493
555	165641	132275
556	166003	132027
557	166340	131760
558	166645	131468
559	167059	131261
560	167533	131100
561	168015	130944
562	168437	130740
563	168794	130486
564	169107	130197
565	169466	129944
566	169755	129636
567	170274	129504
568	170585	129213
569	170874	128905
570	171265	128674
571	171791	128543
572	172255	128364
573	173003	128396
574	173865	128509
575	174497	128449
576	175260	128483
577	175742	128310
578	176226	128136
579	176569	127860
580	176931	127597
581	177294	127335
582	177598	127029
583	177984	126783
584	178337	126512
585	178682	126236
586	178948	125903
587	179318	125645
588	179740	125421
589	180107	125159
590	180513	124923
591	180789	124598
592	181175	124347
593	181530	124076
594	181850	123780
595	182277	123557
596	182648	123295
597	182942	122981
598	183315	122720
599	183604	122402
600	184115	122233
601	184638	122070
602	185168	121910
603	185715	121760
604	186206	121573
605	186832	121472
606	187447	121362
607	188216	121350
608	188767	121195
609	189407	121096
610	189949	120933
611	190492	120769
612	190990	120576
613	191521	120402
614	192062	120234
615	192667	120104
616	193103	119867
617	193570	119650
618	193982	119397
619	194547	119238
620	194920	118960
621	195370	118729
622	195698	118424
623	195956	118076
624	196402	117841
625	196736	117539
626	197143	117279
627	197620	117062
628	198066	116824
629	198403	116522
630	198705	116200
631	199098	115930
632	199441	115631
633	199776	115328
634	200052	114990
635	200317	114647
636	200650	114342
637	200993	114043
638	201361	113758
639	201748	113483
640	202085	113180
641	202468	112903
642	202818	112606
643	203154	112302
644	203589	112053
645	203879	111723
646	204275	111451
647	204664	111175
648	205037	110890
649	205452	110628
650	205853	110357
651	206163	110037
652	206527	109747
653	206888	109454
654	207179	109125
655	207570	108848
656	207939	108559
657	208232	108230
658	208552	107915
659	208860	107594
660	209134	107256
661	209531	106981
662	209831	106656
663	210184	106358
664	210556	106069
665	210903	105768
666	211313	105498
667	211716	105224
668	211965	104873
669	212401	104615
670	212657	104268
671	212964	103947
672	213288	103633
673	213645	103336
674	213947	103011
675	214217	102672
676	214539	102357
677	214880	102052
678	215188	101731
679	215512	101417
680	215837	101104
681	216196	100807
682	216553	100508
683	216868	100190
684	217237	99897
685	217548	99577
686	217830	99244
687	218210	98955
688	218502	98627
689	218804	98303
690	219151	97999
691	219491	97692
692	219846	97392
693	220146	97067
694	220491	96762
695	220831	96455
696	221156	96141
697	221522	95845
698	221805	95512
699	222121	95194
700	222362	94844
701	222651	94515
702	222971	94199
703	223282	93879
704	223798	93646
705	224259	93388
706	224717	93128
707	225216	92885
708	225521	92562
709	225939	92285
710	226327	91995
711	226631	91671
712	227000	91373
713	227215	91013
714	227483	90675
715	227778	90347
716	228065	90017
717	228440	89721
718	228819	89427
719	229106	89096
720	229496	88806
721	229802	88483
722	230317	88240
723	230858	88006
724	231455	87793
725	231890	87517
726	232374	87260
727	232763	86966
728	233183	86684
729	233440	86340
730	233750	86017
731	234057	85693
732	234342	85360
733	234733	85066
734	235145	84780
735	235393	84434
736	235643	84089
737	235907	83750
738	236273	83447
739	236594	83127
740	236894	82801
741	237177	82468
742	237531	82161
743	237844	81838
744	238159	81517
745	238455	81189
746	238785	80873
747	239044	80533
748	239359	80212
749	239707	79902
750	240038	79586
751	240333	79259
752	240560	78908
753	240829	78572
754	241162	78257
755	241447	77927
756	241765	77607
757	242097	77292
758	242413	76972
759	242729	76651
760	243073	76339
761	243390	76019
762	243760	75715
763	244134	75413
764	244519	75113
765	244809	74785
766	245133	74466
767	245379	74125
768	245694	73804
769	246024	73487
770	246343	73168
771	246707	72861
772	247116	72568
773	247433	72247
774	247772	71933
775	248064	71606
776	248366	71281
777	248690	70963
778	248997	70639
779	249330	70324
780	249583	69985
781	250022	69699
782	250397	69394
783	250688	69067
784	250999	68745
785	251333	68429
786	251674	68115
787	252067	67815
788	252358	67487
789	252772	67192
790	253173	66894
791	253417	66553
792	253753	66238
793	254095	65923
794	254437	65609
795	254764	65291
796	255063	64965
797	255319	64629
798	255638	64309
799	255976	63994
800	256294	63673
801	256567	63342
802	256924	63031
803	257263	62715
804	257662	62415
805	257969	62092
806	258290	61772
807	258608	61451
808	258906	61126
809	259218	60804
810	259557	60488
811	259817	60154
812	260051	59814
813	260399	59501
814	260670	59170
815	260907	58832
816	261226	58512
817	261538	58190
818	261901	57880
819	262307	57579
820	262581	57249
821	262820	56912
822	263161	56597
823	263479	56277
824	263805	55958
825	264163	55647
826	264529	55336
827	264826	55012
828	265328	54729
829	265839	54448
830	266305	54158
831	266842	53881
832	267349	53598
833	267871	53317
834	268362	53029
835	268729	52717
836	269084	52402
837	269348	52069
838	269643	51743
839	269983	51425
840	270223	51088
841	270557	50769
842	270882	50449
843	271230	50132
844	271664	49831
845	271964	49506
846	272235	49175
847	272529	48849
848	272841	48526
849	273160	48204
850	273439	47875
851	273664	47537
852	274001	47219
853	274274	46889
854	274585	46567
855	274920	46248
856	275171	45915
857	275508	45596
858	275849	45279
859	276241	44969
860	276579	44651
861	276951	44337
862	277380	44033
863	277734	43717
864	278245	43425
865	278656	43117
866	279067	42809
867	279424	42493
868	279749	42171
869	280055	41847
870	280385	41526
871	280756	41211
872	281037	40884
873	281391	40566
874	281685	40240
875	281981	39915
876	282288	39591
877	282571	39263
878	282930	38947
879	283209	38619
880	283406	38280
881	283636	37946
882	283962	37625
883	284225	37296
884	284581	36979
885	284856	36652
886	285145	36326
887	285476	36006
888	285746	35678
889	286089	35359
890	286370	35032
891	286689	34711
892	287026	34391
893	287250	34058
894	287526	33732
895	287820	33407
896	288163	33089
897	288504	32769
898	288831	32449
899	289104	32122
900	289415	31800
901	289689	31474
902	289963	31147
903	290247	30822
904	290508	30495
905	290827	30174
906	291114	29849
907	291379	29523
908	291644	29196
909	291975	28876
910	292252	28551
911	292508	28224
912	292844	27905
913	293100	27578
914	293399	27255
915	293731	26936
916	294058	26615
917	294359	26293
918	294691	25973
919	294943	25647
920	295198	25321
921	295434	24993
922	295729	24670
923	296002	24346
924	296301	24024
925	296531	23696
926	296876	23378
927	297163	23055
928	297437	22732
929	297680	22406
930	297940	22081
931	298189	21756
932	298509	21436
933	298774	21112
934	299114	20794
935	299422	20473
936	299827	20159
937	300243	19845
938	300562	19525
939	300928	19208
940	301245	18887
941	301501	18563
942	301774	18240
943	302029	17916
944	302385	17599
945	302699	17278
946	303097	16963
947	303382	16641
948	303646	16318
949	303916	15995
950	304186	15673
951	304468	15351
952	304781	15031
953	305021	14707
954	305301	14385
955	305592	14064
956	305905	13744
957	306113	13420
958	306464	13102
959	306801	12783
960	307057	12461
961	307304	12138
962	307541	11816
963	307837	11496
964	308095	11174
965	308460	10856
966	308827	10539
967	309121	10218
968	309433	9899
969	309736	9579
970	309975	9257
971	310218	8936
972	310507	8616
973	310849	8297
974	311144	7978
975	311362	7656
976	311620	7336
977	311914	7016
978	312183	6696
979	312412	6375
980	312660	6055
981	313005	5737
982	313229	5416
983	313556	5098
984	313804	4778
985	314109	4459
986	314396	4140
987	314723	3822
988	315000	3503
989	315340	3185
990	315609	2866
991	315878	2547
992	316077	2228
993	316389	1909
994	316604	1590
995	316933	1272
996	317152	954
997	317443	636
998	317747	318
999	318044	0
